document_id,title,rapporteurs,shadow_rapporteurs,summary_link
2023/0031(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in warehousing and support activities for transportation in Belgium,CHASTEL Olivier (Renew),"WINZIG Angelika (EPP), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), KUHS Joachim (ID)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1733119
2022/0143(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport sector in France,KELLER Fabienne (Renew),"WINZIG Angelika (EPP), NEGRESCU Victor (S&D), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), OMARJEE Younous (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1703759
2021/0363(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport industry in France,HAYER Valérie (Renew),"HOHLMEIER Monika (EPP), GARDIAZABAL RUBIAL Eider (S&D), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), OMARJEE Younous (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1688026
2021/0338(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport sector in Italy,LEWANDOWSKI Janusz (EPP),"GUALMINI Elisabetta (S&D), GOERENS Charles (Renew), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), BONFRISCO Anna (ID), PAPADIMOULIS Dimitrios (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1680563
2021/0337(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in warehousing and support activities for transportation in Italy,LEWANDOWSKI Janusz (EPP),"GUALMINI Elisabetta (S&D), DLABAJOVÁ Martina (Renew), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), GRANT Valentino (ID), PAPADIMOULIS Dimitrios (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1680523
2021/0116(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport sector in Finland,HEINÄLUOMA Eero (S&D),"SARVAMAA Petri (EPP), TORVALDS Nils (Renew), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), MODIG Silvia (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1660806
2021/0115(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport sector in the  Netherlands,VANA Monika (Greens/EFA),"NOVAKOV Andrey (EPP), GUALMINI Elisabetta (S&D), ŞTEFĂNUȚĂ Nicolae (Renew), RZOŃCA Bogdan (ECR), LAPORTE Hélène (ID), PAPADIMOULIS Dimitrios (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1660750
2021/0109(BUD),Mobilisation of the European Globalisation Adjustment Fund: redundancies in the air transport services in Belgium,CHASTEL Olivier (Renew),"FERNANDES José Manuel (EPP), BIEDROŃ Robert (S&D), VANA Monika (Greens/EFA), RZOŃCA Bogdan (ECR), KUHS Joachim (ID), PAPADIMOULIS Dimitrios (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1659509
2024/0051(NLE),EU/Canada Agreement: transfer and processing of passenger name record (PNR) data,MINCHEV Nikola (Renew),"VOSS Axel (EPP), SIPPEL Birgit (S&D), VANNACCI Roberto (PfE), KANKO Assita (ECR), STRIK Tineke (Greens/EFA), DEMIREL Özlem (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1778365
2022/0419(NLE),EU/Japan Agreement: air services,MONTEIRO DE AGUIAR Cláudia (EPP),"VITANOV Petar (S&D), RIQUET Dominique (Renew), CUFFE Ciarán (Greens/EFA), ZĪLE Roberts (ECR), HAIDER Roman (ID), DALY Clare (The Left)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1727907
