node,display_name,country,citations,first_publication,community
A5045363082,Steven Minton,US,1212,1989,8
A5102917040,Rong Yan,CN,333,2003,5
A5007532004,Zornitsa Kozareva,US,1875,2006,8
A5022377869,Linhong Zhu,US,261,2013,27
A5048159177,Laura Mazzoli Smith,GB,65,2013,27
A5080306538,Smadar Cohen‐Chen,GB,754,2013,29
A5016082884,James Cheng,HK,275,2014,27
A5035632114,Chiwoo Park,KR,57,2014,32
A5055900838,Taylor J. Woehl,US,57,2014,32
A5071261828,James Evans,US,102,2014,32
A5077792493,Nigel D. Browning,GB,57,2014,32
A5045603917,J. Parker Goyer,US,410,2016,29
A5046821941,Carol S. Dweck,US,3984,2007,29
A5059385158,Amin Mantrach,LU,256,2014,14
A5057802135,Garrett Johnson,US,143,2015,33
A5077873111,Brett R. Gordon,US,281,2012,33
A5005557626,Yilei Zeng,CN,47,2018,14
A5017155131,Alessandro Bessi,US,5239,2014,10
A5091783761,Anna Sapienza,US,203,2017,14
A5019655566,Philipe Melo,BR,303,2018,9
A5077142904,Júlio C. S. Reis,BR,422,2014,9
A5084044470,Jussara M. Almeida,BR,1977,2004,9
A5085054435,Fabrí­cio Benevenuto,BR,5990,2006,9
A5061851539,Francisco A. Rodrigues,MD,1630,2011,10
A5084793824,Yamir Moreno,ES,12024,2006,10
A5085643411,Guilherme Ferraz de Arruda,IT,994,2014,10
A5066288697,Nathan Bartley,US,58,2019,14
A5052543412,Thomas Robiglio,AT,13,2023,10
A5083384682,Marco Mancastroppa,FR,41,2020,10
A5002689104,Jonas Schöne,US,12,2023,10
A5046189945,Brian Parkinson,GB,426,2005,10
A5084395089,David García,AT,3430,2010,10
A5032134660,Gireesh Mahajan,US,11,2023,14
A5044430330,Georgios Chochlakis,US,11,2023,14
A5047472290,Sabyasachee Baruah,US,11,2023,14
A5103555640,Shrikanth Narayanan,US,1252,2008,14
A5060362045,Negar Mokhberian,US,47,2020,14
A5102971757,Siyi Guo,US,11,2023,14
A5033230100,Marco Tamietto,IT,204,2013,10
A5046270560,Matteo Diano,IT,56,2020,10
A5050415063,Alan Perotti,IT,118,2013,10
A5078830616,Davide Orsenigo,IT,32,2022,10
A5086261784,Alessia Celeghin,IT,204,2013,10
A5092413021,Alessio Borriero,IT,11,2023,10
A5102532062,Carlos Andrés Méndez Guerrero,FR,11,2023,10
A5027859418,Dhruv Kumar,US,11,2023,8
A5051484319,Vipul Raheja,SK,11,2023,8
A5066804511,Ryan Koo,US,11,2023,8
A5051112909,Alessio Cardillo,ES,1200,2010,10
A5056242621,Roberta Sinatra,DK,2632,2009,10
A5059033705,Vincenzo Nicosia,GB,2043,2006,10
A5084972098,Jesús Gómez‐Gardeñes,ES,5603,2005,10
A5020104747,Daniel Lamprecht,AT,43,2016,34
A5071422618,Markus Strohmaier,DE,3028,2005,34
A5074698656,Denis Helić,AT,305,2011,34
A5022080437,Francesco Zamponi,IT,302,2011,10
A5024005494,Marco Tarzia,FR,350,2003,10
A5082204641,Stanislao Gualdi,FR,382,2013,10
A5083813378,Jean‐Philippe Bouchaud,FR,1395,1995,10
A5113606083,Patrick J. Cummings,US,102,2009,14
A5077170004,Emmanuel Shpigel,US,35,2019,29
A5024790234,Ruthie Pliskin,NL,371,2014,29
A5032988915,Jacob Billings,IT,399,2014,10
A5040682292,Jaroslav Hlinka,CZ,29,2021,10
A5080980159,Shella Keilholz,US,484,2014,10
A5032965080,Leor Zmigrod,SS,305,2017,24
A5021112927,Kayhan Özcimder,US,106,2016,0
A5025550714,Sebastian Musslick,US,1733,2016,0
A5032507309,Biswadip Dey,US,132,2016,0
A5038113815,Theodore L. Willke,US,128,2016,0
A5059294839,Nesreen K. Ahmed,US,1148,2014,26
A5088141761,Jonathan D. Cohen,US,31907,1990,0
A5103149675,David Turner,US,26,2021,0
A5005962026,Zegni Triki,CH,146,2018,11
A5056557463,Francesca Giardini,NL,148,2013,11
A5063123119,Angelo Romano,IT,26,2021,11
A5069451287,Chris Snijders,NL,145,2017,11
A5077599346,Erik W. de Kwaadsteniet,NL,26,2021,11
A5086113588,Simon Columbus,US,150,2020,11
A5089498148,Kristin Hagel,DE,77,2016,11
A5091314544,Dorottya Kisfalusi,SE,75,2018,11
A5072959720,Marina del Rey,IT,79,2001,8
A5039066271,Kar‐Hai Chu,US,683,2015,35
A5054790435,Tess Boley Cruz,US,1447,2006,35
A5059896811,Jennifer B. Unger,US,2665,2001,35
A5061746596,Jon-Patrick Allem,US,1325,2015,35
A5103212852,Jagannathan Ramanujam,US,37,2017,35
A5025977681,Philipp Singer,US,906,2013,34
A5035098825,Arthur Huang,US,181,2015,14
A5035337056,Luciano Gallegos,BR,83,2015,14
A5022752740,Varun Gangal,US,585,2017,8
A5041080886,Ang Lu,US,35,2017,8
A5060225743,Eduard Hovy,AU,8878,1997,8
A5100370684,Zheng Chen,JP,143,2010,8
A5006191066,Scott Baker,US,34,2015,32
A5015601396,Galya Orr,US,34,2015,32
A5039065189,Ryan Kelly,US,34,2015,32
A5053038005,Tao Geng,CN,34,2015,32
A5084994165,Craig Szymanski,US,34,2015,32
A5089544677,Erin Bredeweg,US,34,2015,32
A5101755142,Bingwen Liu,CN,34,2015,32
A5017906200,Michelle Girvan,GB,238,2015,14
A5077452538,William Rand,US,127,2010,14
A5082692617,Emanuel Federico Alsina,IT,34,2017,14
A5011428379,Andrew Saxe,GB,2206,2010,0
A5052927800,Abigail Novick Hoskin,US,63,2018,0
A5057448746,Yotam Sagiv,US,103,2018,0
A5081855980,Daniel Reichman,US,88,2019,0
A5021142881,Leili Tavabi,US,76,2019,3
A5024169758,Mohammad Soleymani,US,3214,2011,3
A5090904454,Zihao He,US,24,2021,3
A5014802852,Stephanie Zonszein,US,22,2021,5
A5029291566,Peter M. Aronow,US,748,2012,5
A5082513276,Cyrus Samii,US,710,2012,5
A5040580626,Chun‐Nan Hsu,US,526,2011,14
A5046477105,Tsung-Ting Kuo,US,651,2011,14
A5087480257,Shou-De Lin,TW,366,2003,14
A5014408386,Luís Felipe Riehs Camargo,BR,38,2011,36
A5044191812,Vinícius Andrade Brei,BR,70,2011,36
A5049329549,Juliana Engels,BR,38,2011,36
A5082726088,Lívia Castro D'Ávila,BR,38,2011,36
A5038121229,Mark Tadajewski,GB,32,2015,36
A5004439426,Moira Burke,US,4552,2007,6
A5067731708,Peter G. Fennell,IE,58,2018,14
A5076037542,Kinneret Endevelt,IL,40,2016,29
A5107999727,Eran Halperin,IL,884,2012,29
A5033495203,Sean J. Taylor,US,855,2013,20
A5044943654,Golijeh Golarai,US,557,2007,29
A5047315859,Jamil Zaki,US,1529,2015,29
A5081995440,Danyang Kong,US,27,2019,29
A5058914493,Louis-David Lord,GB,337,2011,10
A5067013133,Yuzi He,US,26,2020,14
A5074458532,Anon Plangprasopchok,TH,102,2006,14
A5012362296,Nir Halevy,US,834,2011,37
A5048207460,Ori Weisel,IL,117,2015,37
A5080726516,Tamar A. Kreps,US,186,2011,37
A5102005063,Shang‐Hua Teng,US,362,2005,14
A5018633289,Arhur Huang,US,24,2016,14
A5028359498,Hsien-Te Kao,US,125,2019,14
A5056972984,Di Huang,CN,225,2009,14
A5102775579,Homa Hosseinmardi,US,189,2014,14
A5034389677,Risham Sidhu,US,21,2020,6
A5023529737,Hsuan‐Ting Chen,HK,284,2016,26
A5067619601,Лэй Гуо,CN,575,2017,26
A5044944954,Lyle Ungar,US,10894,1988,30
A5005272789,Ibukun Akinrinade,PT,12,2022,10
A5021639534,Rui F. Oliveira,PT,233,2010,10
A5081811075,María Florencia Scaia,AR,12,2022,10
A5000067757,Sejin Paik,US,12,2022,26
A5076977708,Michael Chan,HK,330,2016,26
A5007825679,Lea David,IE,12,2022,16
A5046908604,Taha Yasseri,IE,1781,2012,16
A5070221432,Patrick Gildersleve,GB,40,2018,16
A5007818034,K. C. Hasson,US,126,1990,14
A5046884601,P. Bogorad,US,138,1990,14
A5053692702,W. Happer,US,633,1988,14
A5064442260,G. D. Cates,US,733,1988,14
A5014461525,D. Manzoni,IT,81,2007,10
A5051181345,Goran Murić,US,508,2020,14
A5002746694,Ken J. Nixon,ZA,19,2020,38
A5009807593,Hugh G.P. Hunt,ZA,19,2020,38
A5047485771,Chandima Gomes,ZA,19,2020,38
A5066247940,Ryan Blumenthal,GB,19,2020,38
A5028163163,Jeon-Hyung Kang,US,124,2012,6
A5001835135,Sebastian Kohlmeier,US,20,2018,8
A5007851620,Bhavana Dalvi,US,359,2018,8
A5007903277,Roy Schwartz,IL,2139,2011,8
A5053129557,Madeleine van Zuylen,US,216,2018,8
A5102948988,Waleed Ammar,US,133,2012,8
A5036484581,Hanna Szekeres,NL,33,2015,29
A5039420662,Rikki Nouri,IL,82,2013,29
A5057904875,John F. Dovidio,US,3647,2007,29
A5059965657,Chaim Yunger,IL,19,2015,29
A5067557590,Guy Doron,DE,19,2015,29
A5076627572,Tamar Saguy,IL,3003,2007,29
A5035808622,Pascal Van Hentenryck,US,1477,2014,23
A5047802067,Gerardo Berbeglia,AU,166,2015,23
A5061689237,Béla Janky,HU,74,2008,11
A5014305102,Mirko Hu,IT,18,2019,10
A5023342239,Francesco Mottes,IT,29,2019,10
A5031153397,Adrian Onicas,US,18,2019,10
A5037327303,Giulia Lerda,GB,18,2019,10
A5067753642,Alexey Medvedev,BE,152,2018,10
A5026623706,Gijs Huitsing,NL,563,2010,2
A5032041950,René Veenstra,NL,2726,2008,2
A5040385638,Jan Kornelis Dijkstra,NL,1704,2008,2
A5055909908,Marianne Hooijsma,NL,17,2020,2
A5055990297,Andreas Flache,NL,2240,1995,2
A5005826053,Chris Blex,GB,29,2020,16
A5074237334,Rachel Dinh,GB,14,2021,16
A5045091573,Suradej Intagorn,TH,20,2011,14
A5086169451,Lise Getoor,US,3786,2004,27
A5086577630,Zhiya Zuo,HK,16,2019,14
A5013467728,Elchanan Mossel,US,262,2008,20
A5047480720,Hossein Esfandiari,US,15,2019,20
A5016344630,Nikolaus Nova Parulian,US,47,2019,31
A5028389528,Yi‐Yun Cheng,US,15,2019,31
A5049093067,Ly Dinh,US,89,2016,31
A5065351275,Janina Sarol,US,15,2019,31
A5033829606,Sandeep Soni,IN,313,2014,8
A5065301160,Mervyn Maze,US,28,2003,39
A5111667138,Laura E. Nelson,US,28,2003,39
A5059266942,Megha Arora,US,12,2021,14
A5077509916,Ponnurangam Kumaraguru,IN,1958,2011,9
A5020901777,Paul E. Smaldino,US,1594,2011,11
A5061933855,Margaret C. Levenstein,US,148,2013,6
A5066286194,James Heathers,SE,12,2021,4
A5077143179,Julia Lane,US,464,2009,4
A5089396175,Tal Yarkoni,US,4656,2008,6
A5041476585,Patrick Pantel,GB,3092,2005,6
A5067778879,Michael Gamon,US,2847,2001,6
A5112977814,Chu‐Cheng Lin,US,194,2014,8
A5002856968,Maria Sole Pisati,IT,12,2019,14
A5047463787,C Sticozzi,IT,12,2019,14
A5051985100,Giovanni Villani,IT,12,2019,14
A5059809584,Diego Penela,IT,12,2019,14
A5065756551,A Villani,IT,12,2019,14
A5067206452,Alessia Zanni,IT,12,2019,14
A5086153061,Massimo Piepoli,IT,12,2019,14
A5010028928,Shrikanth Narayanan,US,620,2004,14
A5101816796,Shen Yan,CN,193,2019,14
A5040468552,Siwar Hasan‐Aslih,US,158,2018,29
A5069704439,Eric Shuman,US,233,2016,29
A5021360210,Yi‐Hung Huang,TW,54,2013,14
A5015094039,Ho‐Jin Choi,KR,12,2011,8
A5055903716,Zhen Liao,CN,12,2011,8
A5060116992,Daxin Jiang,CN,136,2010,8
A5062247330,Jian Pei,US,1080,2006,8
A5101468872,Xiaohui Sun,CN,12,2011,8
A5053549246,Kanika Narang,IN,12,2013,9
A5008100919,Julie Risien,US,12,2017,40
A5044262346,Bruce Evan Goldstein,US,12,2017,40
A5064206093,Lee Frankel‐Goldwater,US,12,2017,40
A5068404553,Claire Chase,US,12,2017,40
A5078686603,Jeremiah Osborne‐Gowey,US,12,2017,40
A5104273157,Sarah Schweizer,US,12,2017,40
A5016717501,Chiranth Gopal,IN,11,2017,14
A5098050095,Nazanin Alipoufard,US,11,2017,14
A5040226358,Allon G. Percus,US,11,2017,14
A5100775020,Feng Shi,CN,11,2019,32
A5021669622,Marcello Bastéa-Forte,US,57,2008,6
A5027778878,Claire Carlson,US,12,2009,6
A5064752759,Attapol Thamrongrattanarit,US,12,2009,6
A5078047751,Doug Wightman,CA,12,2009,6
A5044268173,Guenter Ahlers,DE,208,1980,14
A5110721869,David S. Cannell,US,79,1985,14
A5007885685,Shanto Iyengar,US,5403,1982,17
A5037708423,Yphtach Lelkes,US,3787,2009,17
A5108935091,Gaurav Sood,US,2133,2012,17
A5006172855,Briony Swire‐Thompson,US,2839,2019,17
A5013670125,David Lazer,US,9870,2003,17
A5032694172,Kenneth Joseph,US,2390,2013,31
A5075116755,Lisa Friedland,US,1714,2003,17
A5079648413,Nir Grinberg,IL,1790,2016,17
A5023397430,Matthew Lease,US,1477,2002,6
A5050656871,Aniket Kittur,US,4994,2004,6
A5058390249,Elizabeth M. Gerber,US,1451,2011,6
A5068413510,John Zimmerman,US,1954,2005,6
A5073851550,Aaron Shaw,US,2320,2011,6
A5077125314,John J. Horton,US,2880,2010,20
A5084449778,Jeffrey V. Nickerson,US,1123,2012,20
A5030826237,Yuke Zhu,US,5235,2014,6
A5056401069,Oliver Groth,GB,825,2015,6
A5100450462,Li Fei-Fei,US,68653,2005,6
A5013955991,Katherine Faust,US,21243,1992,24
A5075283583,Noshir Contractor,CA,3885,1987,2
A5110328496,Stanley Wasserman,US,21618,1989,24
A5028125399,Ed H.,US,8378,1998,6
A5033428202,Jilin Chen,CN,2053,2010,6
A5108099500,Rowan Nairn,US,622,2007,6
A5110272100,Les Nelson,US,1105,2008,6
A5011012964,Cristian Danescu-Niculescu-Mizil,US,5096,2009,12
A5091272738,Jure Leskovec,US,44208,2006,12
A5031016818,Gaurav Sood,IN,384,2015,17
A5038907218,Brian Karrer,US,1841,2010,12
A5013065278,Andrés Monroy‐Hernández,US,1418,2010,6
A5020382643,Paúl André,CH,724,2008,6
A5020484324,Katrina Panovich,US,520,2012,6
A5052910635,Greg Vargas,US,319,2021,6
A5057744915,Drew Harry,US,319,2021,6
A5023292508,Joel Brandt,CA,366,2011,6
A5028448267,David R. Karger,US,3071,2002,6
A5101416109,Robert C. Miller,US,2589,2007,6
A5025165574,Leslie A. DeChurch,US,4636,2009,2
A5040126845,Dorothy R. Carter,US,532,2012,2
A5044409132,Brian Keegan,US,1620,2009,2
A5048242176,Jay B. Carson,US,277,2012,2
A5005874730,Lilly Irani,US,1084,2010,6
A5016584087,Ali Alkhatib,PS,505,2015,6
A5018318827,Niloufar Salehi,US,887,2012,6
A5048987475,Kristy Milland,CA,816,2015,6
A5065990443,Eva Ogbe,US,236,2015,6
A5097430998,Clickhappier,Unknown,236,2015,6
A5031890624,Saleta Sierra,DE,224,2011,41
A5057107455,María C. Ramos,ES,224,2011,41
A5057254006,Cynthia Esteo,ES,224,2011,41
A5077547946,Javier S. Burgos,ES,224,2011,41
A5100639284,José Antonio Vázquez,US,224,2011,41
A5103191172,Pilar Molina,ES,224,2011,41
A5029187649,Ariel Malka,US,871,2009,17
A5036991379,Christopher J. Soto,US,1722,2010,34
A5003378492,Sébastien Robaszkiewicz,FR,215,2014,6
A5030125352,Tulsee Doshi,US,439,2014,6
A5037671485,Negar Rahmati,CA,215,2014,6
A5045138685,Jay Patel,US,215,2014,6
A5048264180,Melissa Valentine,US,491,2012,6
A5062258537,Alexandra To,US,579,2014,6
A5063574664,Walter S. Lasecki,US,1886,2011,6
A5080179499,Daniela Retelny,US,491,2010,6
A5059250055,Nicholas C. Dias,US,279,2020,5
A5003239047,Junming Chen,MO,317,2017,27
A5100447691,Ge Li,GB,651,2017,27
A5101888104,Xiaoming Yu,CN,258,2017,27
A5101891152,Yurui Ren,CN,381,2020,27
A5103873055,Thomas H. Li,CN,389,2020,27
A5013385420,Francesco Pierri,IT,1028,2019,14
A5021424637,David Axelrod,US,203,2021,14
A5031312546,John Bryden,US,389,2021,14
A5054574752,Kai‐Cheng Yang,CN,1506,2018,14
A5063768294,Christopher Torres-Lugo,US,285,2020,14
A5077072350,Pik-Mai Hui,US,1129,2014,14
A5011228873,Alessandro Flammini,IT,12322,2000,14
A5037994930,Brea L. Perry,US,1280,2012,14
A5005931766,Ana Lucía Schmidt,CH,594,2018,10
A5008291667,Walter Quattrociocchi,IT,7952,2009,10
A5032566311,Giovanni Bonaccorsi,IT,261,2019,10
A5047301239,Alessandro Galeazzi,IT,1417,2020,10
A5050830060,Fabio Pammolli,IT,3505,1997,10
A5064234628,Antonio Scala,IT,6785,2000,10
A5076143079,Matteo Cinelli,IT,1716,2019,10
A5075633444,Fernando P. Santos,NL,936,2015,5
A5077712228,Simon A. Levin,US,19663,1976,18
A5100449791,Shan Liu,CN,314,2018,27
A5101513249,Yuanqi Chen,CN,149,2021,27
A5044130443,Claudia Wagner,DE,1964,2012,34
A5079458476,Emre Kıcıman,US,1981,2013,6
A5080731595,Tina Eliassi‐Rad,US,3511,1998,9
A5103216912,Alexandra Olteanu,CA,1686,2012,6
A5019815997,Madeleine Grunde-McLaughlin,US,145,2021,6
A5031345752,Helena Vasconcelos,US,89,2023,6
A5032451496,Ranjay Krishna,US,1273,2016,6
A5039540205,Tobias Gerstenberg,US,1839,2010,0
A5061956068,Matthew Jörke,US,89,2023,6
A5011076157,Kayur Patel,US,296,2010,6
A5015518638,Tatsunori Hashimoto,US,935,2011,12
A5026198819,Mitchell Gordon,US,262,2015,6
A5045528962,Jeffrey T. Hancock,US,14255,2001,6
A5101479345,Michelle S. Lam,US,99,2022,6
A5101836529,Joon Sung Park,KR,216,2019,6
A5016998074,Joon-Sung Park,KR,153,2019,6
A5025255782,Percy Liang,US,5432,2013,12
A5025365852,Joseph C. O'Brien,Unknown,44,2023,6
A5062285844,Meredith Ringel Morris,US,4431,2007,6
A5065663195,Carrie J. Cai,US,1348,2014,6
A5063566624,Nikhil Jindal,US,43,2023,14
A5088304530,Luca Luceri,US,527,2017,14
A5000725697,Joanna Strycharz,NL,567,2017,42
A5067243359,Claire M. Segijn,US,346,2017,42
A5023550565,Scott R. Klemmer,US,3320,2002,6
A5025621198,Avi Robinson-Mosher,US,300,2006,6
A5039522737,Leith Abdulla,US,300,2006,6
A5083064518,Brandon K. Burr,US,300,2006,6
A5084965768,Björn Hartmann,US,2298,2006,6
A5102124557,Jennifer Gee,Unknown,300,2006,6
A5025168018,Peter R. Monge,US,2234,1992,2
A5070806531,Michael D. Cozzens,US,273,1987,2
A5078443228,Chinmay Kulkarni,US,1219,2013,6
A5012740359,Alex Berg,US,335,2012,6
A5022811687,Olga Russakovsky,US,2840,2012,6
A5060909587,Jonathan Krause,GB,1548,2012,6
A5101542158,Jia Deng,US,54852,2009,6
A5029882573,Will Hobbs,US,158,2017,17
A5064779012,Carolina E. S. Mattsson,NL,184,2017,17
A5068414530,Matthew A. Baum,US,366,2017,17
A5050888938,Janet Fulk,US,3023,1987,2
A5089517232,Yuan Yu,CN,1913,2005,2
A5004340098,Sophie C. Boerman,NL,2330,2012,42
A5010074855,Nadine Bol,NL,1152,2011,42
A5019774729,Marijn Sax,NL,190,2018,42
A5024004273,Tobias Dienlin,AT,601,2016,42
A5053437341,Natali Helberger,NL,3167,2015,42
A5061206863,Claes H. de Vreese,NL,4893,2009,42
A5084456812,Sanne Kruikemeier,NL,3150,2013,42
A5025983925,Derek McColl,CA,593,2012,43
A5061187299,Goldie Nejat,CA,755,2011,43
A5088460626,Wing-Yue Geoffrey Louie,US,394,2012,43
A5009674009,Josh Pasek,US,1327,2009,17
A5019989944,Omair Akhtar,US,146,2009,17
A5060519154,Alexander Tahk,US,227,2007,17
A5072930140,Jon A. Krosnick,US,3717,1982,17
A5089330955,B. Keith Payne,US,238,2009,17
A5109226126,Trevor Tompson,US,227,2009,17
A5002195215,Bert N. Bakker,NL,516,2017,17
A5065106026,Margaret Levi,US,204,2015,6
A5013563265,Charles M. Judd,US,5882,1982,29
A5055177522,David M. Marx,US,123,2012,29
A5077775094,Bernadette Park,US,3968,1986,29
A5048332811,Stefano Ceri,IT,1150,2009,14
A5014724580,Shamsi T. Iqbal,US,2961,2004,6
A5032417423,Jaime Teevan,US,3446,2005,6
A5081481130,Matthew Benigni,US,184,2016,31
A5085927300,Kathleen M. Carley,US,13662,1990,31
A5036647651,Sílvia Majó-Vázquez,GB,227,2017,10
A5067134501,Subhayan Mukerjee,SG,204,2017,10
A5058939619,Alvin Zhou,US,272,2019,42
A5079154791,Kokil Jaidka,SG,1076,2011,30
A5023192409,Yasmine Kotturi,US,248,2015,6
A5045230890,Julia Cambre,US,281,2014,6
A5058967946,Choong‐Ki Lee,KR,3277,2010,27
A5089918256,Myung Ja Kim,TH,3253,2010,27
A5007307617,Brandon Cheung,US,96,2014,6
A5031038372,Rajan Vaish,US,124,2014,6
A5042366766,Jingshu Chen,US,96,2014,6
A5059244907,Keith Wyngarden,US,96,2014,6
A5059955534,Richard Socher,US,94187,2009,12
A5055452554,Ines Chami,US,164,2018,6
A5005042481,Yingjie Hu,US,167,2019,44
A5100772427,Jimin Wang,CN,122,2019,44
A5009797333,Luis Martı́nez,ES,1177,2016,44
A5053550738,Qingxing Dong,CN,298,2012,44
A5101423749,Xin Zhou,CN,83,2019,44
A5006935542,Carlo Piccardi,IT,288,2014,11
A5069999998,Mark E. Whiting,US,285,2017,6
A5080250622,Grant Hugh,US,126,2019,6
A5072282421,Zhen Zhang,CN,600,2016,44
A5080744092,Quan Z. Sheng,CN,1232,2004,27
A5021327158,Michal Monselise,US,59,2021,42
A5036131777,Gustavo Ferreira,US,59,2021,42
A5048252089,Chia‐Hsuan Chang,US,59,2021,42
A5077081843,Rita Yang,US,59,2021,42
A5086292931,Christopher C. Yang,US,90,2008,42
A5002575847,Angelina Wang,US,273,2020,33
A5071615041,Dora Zhao,US,99,2021,33
A5076676389,Ge Li,CN,82,2017,27
A5100947668,Xiaoqing Fan,CN,48,2022,27
A5001277622,Alexander Liu,GB,90,2021,33
A5025881129,Ryan Zhang,US,45,2022,33
A5037438806,Anat Kleiman,US,45,2022,33
A5045074870,Iroha Shirai,US,45,2022,33
A5058102069,Arvind Narayanan,US,1498,2010,33
A5069732595,Leslie Kim,US,45,2022,33
A5010135723,Sahil Yakhmi,US,42,2022,6
A5038120144,Evan Strasnick,US,42,2022,6
A5104034002,Christina A. Pan,US,42,2022,6
A5108621671,Tara Iyer,US,42,2022,6
A5057995330,Donsuk Lee,US,36,2022,6
A5075070427,Paul M. Leonardi,GB,842,2011,2
A5029464163,Yun Huang,CN,610,2009,2
A5034346038,Alina Lungeanu,US,203,2013,2
A5002164091,Joy Kim,US,267,2014,6
A5059080063,Thomas L. Saaty,US,84,2014,44
A5028079813,Chunke Su,US,141,2010,17
A5037084026,Saeideh Bakhshi,US,709,2013,6
A5062498796,Tanushree Mitra,US,1073,2013,6
A5068008545,Jessica Hullman,US,1921,2011,6
A5079709359,Juho Kim,KR,2977,2012,6
A5082603621,Jeffrey P. Bigham,US,3051,2008,6
A5102906879,Robert F. Miller,GB,80,2013,6
A5001270504,David A. Shamma,Unknown,1568,2005,6
A5028445962,Kenji Hata,JP,352,2016,6
A5081523557,Joshua Kravitz,US,78,2016,6
A5100753360,Stephanie Chen,US,78,2016,6
A5043908500,Cuihua Shen,US,1398,2009,2
A5051544089,Peter M. Landwehr,US,448,2013,31
A5020645010,Paroma Varma,IN,223,2016,6
A5038230353,Vincent Chen,US,68,2019,6
A5110647636,Li Fei Fei,US,68,2019,6
A5112481401,Christophe Re,US,68,2019,6
A5017357324,Jisu Huh,US,1387,2004,2
A5018532037,Hari Sundaram,US,1268,2004,26
A5047862122,George R. Milne,US,62,2020,42
A5034256615,Marshall Scott Poole,US,1892,1982,2
A5062746868,Aaron Schecter,US,215,2016,2
A5071542297,Andrew Pilny,US,325,2011,2
A5028515395,Andrew McCabe,US,61,2017,6
A5027124881,Geza Kovacs,US,110,2017,6
A5073901457,Zhengxuan Wu,US,97,2018,6
A5040056829,Alessandro Spelta,IT,230,2018,10
A5057196369,Andrea Flori,IT,303,2016,10
A5002514740,Guda van Noort,NL,3622,2011,42
A5073742847,Edith G. Smit,NL,2282,2005,42
A5066493067,Jason Pilny Radford,US,440,2016,17
A5005168115,Alessandro Celestini,IT,102,2020,14
A5053439134,Stefano Guarino,IT,102,2020,14
A5108119814,Marco Di Giovanni,IT,80,2019,14
A5001912794,Betsy Rajala,US,39,2021,6
A5033491953,Debra Satz,US,39,2021,6
A5059543860,David Magnus,US,1293,2018,6
A5086193600,Quinn Waeiss,US,39,2021,6
A5015694492,Zoltán Kmetty,HU,82,2017,1
A5034653321,Johannes Breuer,DE,1121,2013,1
A5040957572,Sebastian Stier,DE,1411,1996,1
A5061890573,Mario Haim,DE,71,2020,1
A5017688180,Julian Nyarko,US,50,2021,33
A5018155177,Alex Chohlas-Wood,US,37,2021,33
A5027036879,Sharad Goel,US,7405,2006,33
A5068825751,Madison Coots,US,17,2023,33
A5049158294,Cece Jin,CN,15,2023,27
A5050309466,Wei Gao,CN,214,2017,27
A5009233042,Izequiel Freitas,US,15,2023,6
A5058867910,Anne Li,US,15,2023,6
A5062817658,Dakuo Wang,US,677,2015,6
A5072285921,James A. Landay,US,5596,2001,6
A5103221706,Zixian Ma,US,54,2023,6
A5111181658,Emily Chen,US,15,2023,14
A5056923428,David R. Seibold,US,703,1982,2
A5020340631,Mary Czerwinski,US,5888,1992,6
A5040526518,Desney Tan,US,2501,2002,6
A5043228682,Eric Horvitz,GB,17241,1984,6
A5103329632,Greg Smith,US,730,2003,6
A5061173804,Darren Gergle,US,3170,2001,6
A5047517174,Brooke Foucault Welles,US,1313,2007,17
A5114016828,Alice Leung,US,60,2017,2
A5076599775,Mengxiao Zhu,CN,120,2009,2
A5007176508,Alex Pentland,US,49218,1982,3
A5009232244,Iyad Rahwan,DE,8171,2002,23
A5017095669,Manuel Cebrián,ES,2656,2011,23
A5029104172,Alex Rutherford,DE,251,2007,23
A5071796852,Sohan Dsouza,IN,2023,2012,23
A5088539840,Esteban Moro,US,3459,2002,23
A5005226838,Allegra A. Beal Cohen,US,115,2017,6
A5089319527,Sarah Sterman,US,115,2017,6
A5064931337,Eytan Adar,US,3565,2001,6
A5071797963,Damian Trilling,NL,1642,2013,42
A5082029187,Nadine Strauß,CH,170,2015,42
A5055563503,Austin Narcomey,US,49,2019,6
A5102851505,Sharon Zhou,US,83,2018,6
